date,employeeid,gender,age,ethnicgroup,fp,termdate,isnnewhire,bu,hiredate,paytypeid,termreason,agegroupid,tenuredays,tenuremonths,badhire
2023-12-31,6089,1,35,W,F,,1,IT 2,2023-11-28,2,,3,32,1,0
2023-12-31,6090,2,43,B,F,,0,Legal 3,2021-10-21,2,,3,800,26,0
2023-12-31,6091,2,60,W,P,,1,IT,2023-12-08,2,,5,22,0,0
2023-12-31,6092,2,21,H,C,,0,Operations,2021-12-22,1,,1,738,24,0
2023-12-31,6093,2,37,B,F,,0,Marketing 3,2023-01-19,2,,3,345,11,0
2023-12-31,6094,2,36,A,F,,0,HR,2021-10-13,1,,3,808,26,0
2023-12-31,6095,2,39,W,F,,0,Marketing,2021-07-24,2,,3,889,29,0
2023-12-31,6096,1,45,H,F,,1,Sales 4,2023-11-28,3,,4,32,1,0
2023-12-31,6097,2,33,A,F,,0,Operations 2,2023-08-06,2,,2,146,4,0
2023-12-31,6098,2,27,W,P,2022-12-28,0,Customer Support,2022-12-21,1,3,2,6,0,1
2023-12-31,6099,2,22,H,F,2023-08-09,0,IT,2023-05-07,2,1,1,93,3,0
2023-12-31,6100,1,45,H,F,2023-12-31,0,Operations,2023-09-15,1,8,4,106,3,0
2023-12-31,6101,2,46,H,F,,0,Sales 2,2023-07-19,2,,4,164,5,0
2023-12-31,6102,2,34,A,F,,0,Sales,2022-08-09,1,,2,508,16,0
2023-12-31,6103,1,30,H,F,,0,Sales 3,2022-10-27,1,,2,429,14,0
2023-12-31,6104,1,33,H,F,2023-09-07,0,Operations 3,2023-07-26,3,6,2,43,1,1
2023-12-31,6105,1,45,T,P,2021-02-01,0,Customer Support 3,2020-06-26,2,1,4,219,7,0
2023-12-31,6106,2,25,A,F,,0,R&D,2023-04-27,2,,2,247,8,0
2023-12-31,6107,2,54,W,T,2023-12-31,0,Customer Support 3,2023-07-23,1,5,4,160,5,0
2023-12-31,6108,2,26,B,P,,0,IT 4,2023-08-17,2,,2,135,4,0
2023-12-31,6109,2,34,W,F,,0,Sales,2023-04-10,3,,2,264,8,0
2023-12-31,6110,2,21,W,F,,0,Marketing,2023-07-09,2,,1,174,5,0
2023-12-31,6111,1,48,W,T,,0,Finance,2021-08-20,2,,4,862,28,0
2023-12-31,6112,2,44,W,F,,0,Executive 3,2022-11-01,1,,3,424,13,0
2023-12-31,6113,2,57,H,F,,0,IT 2,2023-09-03,2,,5,118,3,0
2023-12-31,6114,3,32,H,C,,0,Sales,2022-04-11,2,,2,628,20,0
2023-12-31,6115,2,36,W,F,,0,IT 4,2022-02-22,4,,3,676,22,0
2023-12-31,6116,2,50,W,P,2021-05-06,0,Operations,2020-10-26,2,2,4,192,6,0
2023-12-31,6117,1,42,H,F,,1,IT 4,2023-12-05,2,,3,25,0,0
2023-12-31,6118,1,45,W,P,2023-12-31,1,IT 4,2023-11-29,5,8,4,31,1,1
2023-12-31,6119,1,23,B,F,2023-12-12,0,IT 4,2022-10-24,2,7,1,413,13,0
2023-12-31,6120,2,28,O,C,,0,Executive 4,2023-03-15,1,,2,290,9,0
2023-12-31,6121,1,35,H,T,2022-03-08,0,R&D,2021-10-01,2,6,3,157,5,0
2023-12-31,6122,1,38,H,P,2022-03-13,0,Sales 2,2021-09-16,2,7,3,177,5,0
2023-12-31,6123,1,41,W,F,2023-01-13,0,Legal 3,2022-05-17,2,1,3,241,7,0
2023-12-31,6124,2,53,W,F,,1,IT,2023-11-03,1,,4,57,1,0
2023-12-31,6125,2,29,W,F,,0,Operations 2,2023-01-25,1,,2,339,11,0
2023-12-31,6126,2,33,A,F,,0,Customer Support,2023-05-12,2,,2,232,7,0
2023-12-31,6127,4,33,A,F,,0,Sales 4,2023-02-12,3,,2,321,10,0
2023-12-31,6128,2,38,W,F,,0,Customer Support 3,2023-08-18,2,,3,134,4,0
2023-12-31,6129,3,38,W,P,,0,Customer Support 3,2018-11-16,2,,3,1870,61,0
2023-12-31,6130,1,36,W,F,2023-10-25,0,IT 4,2023-04-28,2,1,3,179,5,0
2023-12-31,6131,1,45,H,P,,0,IT,2023-09-20,2,,4,101,3,0
2023-12-31,6132,2,21,W,F,2022-08-31,0,Customer Support 2,2022-07-31,2,8,1,31,1,1
2023-12-31,6133,1,26,W,F,,0,Marketing,2022-08-12,2,,2,505,16,0
2023-12-31,6134,1,45,W,F,,0,Legal 3,2021-12-30,2,,4,730,23,0
2023-12-31,6135,1,54,W,F,,0,Marketing 3,2023-06-19,3,,4,194,6,0
2023-12-31,6136,2,28,W,P,2023-11-24,0,IT 3,2023-09-18,2,9,2,66,2,1
2023-12-31,6137,1,32,B,F,,0,IT 3,2022-02-19,2,,2,679,22,0
2023-12-31,6138,2,55,H,I,,0,IT 2,2022-08-24,2,,5,493,16,0
2023-12-31,6139,1,35,W,T,,0,Customer Support 2,2023-07-29,2,,3,154,5,0
2023-12-31,6140,3,37,H,P,2023-11-22,0,IT 2,2023-03-19,2,1,3,247,8,0
2023-12-31,6141,1,35,W,F,,0,Sales 4,2022-12-01,2,,3,394,12,0
2023-12-31,6142,1,36,H,P,,0,Operations 2,2022-08-05,1,,3,512,16,0
2023-12-31,6143,1,34,A,C,,0,Sales,2020-10-19,2,,2,1167,38,0
2023-12-31,6144,2,35,W,P,,0,Customer Support 3,2020-11-12,2,,3,1143,37,0
2023-12-31,6145,2,22,T,F,2023-12-31,0,R&D,2023-08-05,5,4,1,147,4,0
2023-12-31,6146,1,23,W,C,2023-12-31,1,Sales,2023-11-17,1,6,1,43,1,1
2023-12-31,6147,1,60,W,F,,0,R&D,2023-08-15,2,,5,137,4,0
2023-12-31,6148,2,37,B,F,,0,Sales 4,2023-07-26,3,,3,157,5,0
2023-12-31,6149,2,28,W,F,2023-10-05,0,Customer Support 3,2023-04-15,5,6,2,172,5,0
2023-12-31,6150,1,25,T,P,,0,IT 2,2023-08-23,4,,2,129,4,0
2023-12-31,6151,2,30,W,I,,0,Sales 3,2022-05-24,1,,2,585,19,0
2023-12-31,6152,2,39,T,F,,0,Marketing 4,2022-11-14,2,,3,411,13,0
2023-12-31,6153,2,55,W,P,,0,Executive 2,2022-06-19,5,,5,559,18,0
2023-12-31,6154,1,34,W,F,,0,IT,2021-08-16,2,,2,866,28,0
2023-12-31,6155,2,36,W,F,,0,IT 4,2022-04-02,2,,3,637,20,0
2023-12-31,6156,1,45,W,T,,0,IT,2022-09-22,2,,4,464,15,0
2023-12-31,6157,2,44,H,F,2023-06-25,0,Sales,2023-05-17,5,6,3,39,1,1
2023-12-31,6158,1,46,W,F,,0,Customer Support 3,2022-10-15,2,,4,441,14,0
2023-12-31,6159,1,21,T,F,,0,IT 3,2023-03-09,2,,1,296,9,0
2023-12-31,6160,2,34,B,F,,0,Finance,2022-05-07,2,,2,602,19,0
2023-12-31,6161,2,32,W,F,,1,Legal 2,2023-11-14,1,,2,46,1,0
2023-12-31,6162,2,22,O,P,,0,Operations 2,2019-03-11,1,,1,1755,57,0
2023-12-31,6163,2,28,W,F,,0,Sales 4,2022-05-24,2,,2,585,19,0
2023-12-31,6164,1,36,A,P,2023-08-20,0,Marketing,2021-08-20,2,6,3,729,23,0
2023-12-31,6165,1,33,W,P,,0,Operations,2023-01-17,1,,2,347,11,0
2023-12-31,6166,2,32,O,F,2019-03-15,0,HR,2018-12-18,2,6,2,86,2,1
2023-12-31,6167,1,42,W,F,,1,IT 3,2023-12-07,1,,3,23,0,0
2023-12-31,6168,1,44,O,T,,0,Operations 2,2022-08-08,5,,3,509,16,0
2023-12-31,6169,2,31,H,T,,0,Operations 2,2023-05-29,1,,2,215,7,0
2023-12-31,6170,1,33,W,F,,0,IT 4,2023-08-03,3,,2,149,4,0
2023-12-31,6171,2,25,W,I,,0,Sales 3,2023-08-21,2,,2,131,4,0
2023-12-31,6172,1,60,W,F,,1,Marketing 3,2023-11-11,2,,5,49,1,0
2023-12-31,6173,1,28,W,F,,1,Sales 3,2023-11-25,3,,2,35,1,0
2023-12-31,6174,1,28,W,P,2023-02-08,0,Marketing 3,2023-01-15,2,2,2,24,0,1
2023-12-31,6175,1,26,W,F,,0,Sales 3,2022-12-21,3,,2,374,12,0
2023-12-31,6176,1,30,W,F,,0,Sales 2,2021-02-26,2,,2,1037,34,0
2023-12-31,6177,1,33,W,F,,0,Marketing 3,2020-07-20,1,,2,1258,41,0
2023-12-31,6178,2,18,B,C,,0,Sales 3,2023-04-18,3,,1,256,8,0
2023-12-31,6179,2,43,B,F,,0,IT,2022-12-07,5,,3,388,12,0
2023-12-31,6180,1,48,H,C,,0,Marketing 3,2022-04-26,2,,4,613,20,0
2023-12-31,6181,1,57,A,F,,0,Operations 2,2021-03-13,1,,5,1022,33,0
2023-12-31,6182,1,44,W,C,2023-12-18,1,Marketing 4,2023-12-17,2,1,3,1,0,1
2023-12-31,6183,2,24,W,F,2023-12-31,0,Operations 2,2023-08-04,1,1,1,148,4,0
2023-12-31,6184,2,34,A,F,,0,Sales,2020-11-12,1,,2,1143,37,0
2023-12-31,6185,1,27,W,F,2023-06-17,0,Sales 2,2022-09-12,2,9,2,278,9,0
2023-12-31,6186,2,31,B,F,,0,IT,2023-04-12,2,,2,262,8,0
2023-12-31,6187,1,23,W,C,,0,Sales 2,2023-09-29,3,,1,92,3,0
2023-12-31,6188,2,35,W,F,,0,IT 4,2023-04-16,2,,3,258,8,0
2023-12-31,6189,2,39,W,T,,0,Legal 3,2021-08-08,3,,3,874,28,0
2023-12-31,6190,1,44,W,F,,0,IT 4,2023-08-15,3,,3,137,4,0
2023-12-31,6191,2,35,W,F,,0,Legal 3,2023-09-26,3,,3,95,3,0
2023-12-31,6192,2,18,W,C,2023-10-16,0,IT,2023-05-28,5,1,1,140,4,0
2023-12-31,6193,1,21,B,F,,0,IT 2,2021-06-25,2,,1,918,30,0
2023-12-31,6194,2,32,H,F,2023-08-27,0,Customer Support,2023-08-25,5,7,2,1,0,1
2023-12-31,6195,2,23,W,F,2022-06-18,0,Operations 2,2022-04-30,5,8,1,48,1,1
2023-12-31,6196,2,40,A,I,,0,Executive 3,2022-08-27,4,,3,490,16,0
2023-12-31,6197,2,32,W,F,,0,Sales,2022-06-24,2,,2,554,18,0
2023-12-31,6198,1,30,W,F,,0,Sales 4,2020-12-06,3,,2,1119,36,0
2023-12-31,6199,1,58,W,F,2023-12-31,1,Sales 2,2023-11-27,2,7,5,33,1,1
2023-12-31,6200,2,46,W,F,2023-12-31,0,IT 2,2023-09-27,5,3,4,94,3,0
2023-12-31,6201,1,42,W,I,,0,Operations,2023-08-20,1,,3,132,4,0
2023-12-31,6202,2,36,W,P,,0,Sales 2,2022-12-12,3,,3,383,12,0
2023-12-31,6203,1,40,A,F,,0,Executive 4,2023-01-27,2,,3,337,11,0
2023-12-31,6204,1,44,W,F,2021-09-27,0,Marketing 3,2021-08-03,2,6,3,55,1,1
2023-12-31,6205,2,34,B,C,,0,Marketing,2022-07-03,2,,2,545,17,0
2023-12-31,6206,1,39,W,F,2023-06-01,0,Customer Support 3,2023-04-05,2,3,3,56,1,1
2023-12-31,6207,2,36,B,F,,0,Sales 3,2022-07-06,3,,3,542,17,0
2023-12-31,6208,2,46,W,C,,0,IT,2022-09-26,2,,4,460,15,0
2023-12-31,6209,1,26,B,F,,0,Marketing 3,2021-06-11,4,,2,932,30,0
2023-12-31,6210,1,47,W,F,,1,Legal,2023-10-22,2,,4,69,2,0
2023-12-31,6211,1,36,H,F,,0,Operations 2,2023-02-27,4,,3,306,10,0
2023-12-31,6212,1,28,B,F,,0,Sales 3,2023-01-06,2,,2,358,11,0
2023-12-31,6213,2,31,W,I,,0,Sales 2,2021-12-09,2,,2,751,24,0
2023-12-31,6214,1,37,W,F,,0,Sales 2,2018-08-27,2,,3,1951,64,0
2023-12-31,6215,1,32,W,F,,0,IT 3,2021-12-28,2,,2,732,24,0
2023-12-31,6216,4,43,W,F,,0,Sales 4,2023-09-03,2,,3,118,3,0
2023-12-31,6217,1,49,B,F,,0,Sales 2,2023-08-10,2,,4,142,4,0
2023-12-31,6218,1,24,T,T,2023-12-31,1,Sales 3,2023-10-17,2,6,1,74,2,1
2023-12-31,6219,2,65,W,C,2021-03-27,0,Operations 2,2020-08-13,5,3,5,226,7,0
2023-12-31,6220,3,25,H,C,,0,Legal,2022-12-27,3,,2,368,12,0
2023-12-31,6221,1,31,W,F,,0,Legal 2,2023-05-24,2,,2,220,7,0
2023-12-31,6222,2,36,W,F,,0,IT,2020-08-17,2,,3,1230,40,0
2023-12-31,6223,3,35,B,F,,0,Finance,2023-01-16,3,,3,348,11,0
2023-12-31,6224,1,39,A,P,,0,IT 2,2023-06-14,2,,3,199,6,0
2023-12-31,6225,1,55,A,F,,0,Sales,2022-12-25,3,,5,370,12,0
2023-12-31,6226,2,52,A,F,,0,IT 3,2021-04-10,2,,4,994,32,0
2023-12-31,6227,2,45,B,F,,0,Finance,2022-05-10,2,,4,599,19,0
2023-12-31,6228,1,34,B,T,,0,Customer Support 3,2023-05-06,3,,2,238,7,0
2023-12-31,6229,2,33,A,F,,1,IT 3,2023-10-31,2,,2,60,1,0
2023-12-31,6230,1,38,W,C,2020-05-09,0,Operations,2020-03-01,1,3,3,69,2,1
2023-12-31,6231,2,35,B,C,2023-12-31,1,Marketing 4,2023-10-24,1,1,3,67,2,1
2023-12-31,6232,2,31,O,F,,1,Finance,2023-11-21,1,,2,39,1,0
2023-12-31,6233,2,43,W,P,,0,IT,2023-07-03,2,,3,180,5,0
2023-12-31,6234,2,42,W,F,,1,Sales 3,2023-12-27,3,,3,3,0,0
2023-12-31,6235,1,44,W,C,,0,IT 4,2023-01-25,2,,3,339,11,0
2023-12-31,6236,1,48,W,F,,1,Legal 3,2023-11-16,2,,4,44,1,0
2023-12-31,6237,2,65,B,F,2023-12-31,0,Sales,2023-04-16,5,8,5,258,8,0
2023-12-31,6238,2,42,W,C,,1,Marketing 4,2023-11-05,2,,3,55,1,0
2023-12-31,6239,1,34,B,I,2021-08-23,0,Sales 4,2021-08-07,3,1,2,15,0,1
2023-12-31,6240,2,29,A,F,,0,HR,2023-08-10,2,,2,142,4,0
2023-12-31,6241,2,19,W,P,2023-10-30,0,Sales 4,2023-04-25,2,6,1,187,6,0
2023-12-31,6242,1,34,W,P,,0,Customer Support 3,2023-03-09,2,,2,296,9,0
2023-12-31,6243,1,32,W,F,,0,Operations,2021-12-18,1,,2,742,24,0
2023-12-31,6244,1,28,W,F,,0,Sales 2,2023-09-12,3,,2,109,3,0
2023-12-31,6245,1,26,W,C,,0,Sales,2021-11-14,2,,2,776,25,0
2023-12-31,6246,1,57,W,C,,0,Operations 2,2023-02-15,1,,5,318,10,0
2023-12-31,6247,2,55,H,F,,0,Operations,2022-02-03,4,,5,695,22,0
2023-12-31,6248,2,26,B,F,,0,Customer Support 3,2023-05-28,2,,2,216,7,0
2023-12-31,6249,2,39,W,P,,0,Legal,2023-02-16,2,,3,317,10,0
2023-12-31,6250,2,39,H,I,,0,Customer Support 3,2022-10-31,2,,3,425,13,0
2023-12-31,6251,2,25,N,C,,0,Operations,2023-07-26,1,,2,157,5,0
2023-12-31,6252,2,36,H,F,,0,IT 2,2021-05-13,2,,3,961,31,0
2023-12-31,6253,2,21,W,F,,1,IT 3,2023-12-06,4,,1,24,0,0
2023-12-31,6254,2,35,W,F,2021-08-26,0,Legal 2,2021-07-17,3,6,3,40,1,1
2023-12-31,6255,1,36,H,P,,0,Legal,2022-09-27,3,,3,459,15,0
2023-12-31,6256,1,30,H,C,,0,Customer Support 3,2023-07-17,5,,2,166,5,0
2023-12-31,6257,2,23,H,F,,0,IT 3,2023-02-04,1,,1,329,10,0
2023-12-31,6258,2,26,H,F,,0,Sales 3,2023-02-26,2,,2,307,10,0
2023-12-31,6259,1,64,H,F,,0,Legal 3,2023-03-28,2,,5,277,9,0
2023-12-31,6260,1,45,W,T,,0,IT,2022-12-20,2,,4,375,12,0
2023-12-31,6261,2,42,W,F,2018-09-07,0,Marketing 2,2018-02-21,1,5,3,197,6,0
2023-12-31,6262,2,37,W,F,,1,IT 2,2023-12-28,2,,3,2,0,0
2023-12-31,6263,2,38,A,F,,1,Finance,2023-11-28,3,,3,32,1,0
2023-12-31,6264,1,37,W,C,,0,Marketing 3,2023-07-19,3,,3,164,5,0
2023-12-31,6265,1,21,A,P,2023-12-31,1,Sales 4,2023-11-17,3,12,1,43,1,1
2023-12-31,6266,4,38,B,C,,0,Sales 3,2021-07-11,3,,3,902,29,0
2023-12-31,6267,2,54,A,I,,0,Sales 3,2022-03-30,2,,4,640,21,0
2023-12-31,6268,1,34,A,F,,0,Executive 2,2022-10-06,1,,2,450,14,0
2023-12-31,6269,1,33,H,F,,0,IT 2,2023-05-30,2,,2,214,7,0
2023-12-31,6270,1,28,B,F,,0,IT 2,2023-09-29,4,,2,92,3,0
2023-12-31,6271,1,45,B,P,,1,IT,2023-12-14,2,,4,16,0,0
2023-12-31,6272,1,45,W,C,,0,IT,2022-08-27,2,,4,490,16,0
2023-12-31,6273,4,36,W,F,,1,Marketing 3,2023-10-03,1,,3,88,2,0
2023-12-31,6274,1,33,B,F,,0,IT,2022-10-02,1,,2,454,14,0
2023-12-31,6275,1,56,H,F,2023-12-31,1,IT 3,2023-11-30,2,3,5,30,0,1
2023-12-31,6276,2,37,W,F,,0,IT,2023-08-16,2,,3,136,4,0
2023-12-31,6277,2,28,N,F,,0,Finance,2022-04-15,2,,2,624,20,0
2023-12-31,6278,1,37,W,I,,0,Customer Support,2023-03-11,2,,3,294,9,0
2023-12-31,6279,1,35,A,F,2023-12-31,0,Sales,2023-08-01,3,3,3,151,4,0
2023-12-31,6280,1,40,B,F,2023-07-16,0,IT 3,2022-07-09,2,6,3,371,12,0
2023-12-31,6281,2,61,H,C,2023-07-19,0,Sales 2,2023-06-30,3,4,5,18,0,1
2023-12-31,6282,2,34,A,C,,1,Sales 2,2023-12-26,3,,2,4,0,0
2023-12-31,6283,1,19,W,F,2021-09-18,0,Operations,2021-05-12,5,3,1,128,4,0
2023-12-31,6284,1,44,B,C,,1,Marketing 3,2023-12-12,1,,3,18,0,0
2023-12-31,6285,1,22,W,F,,0,IT 4,2023-06-03,2,,1,210,6,0
2023-12-31,6286,1,22,B,P,,0,Marketing 4,2023-08-23,2,,1,129,4,0
2023-12-31,6287,2,34,W,C,2021-01-04,0,IT 3,2020-11-18,2,7,2,47,1,1
2023-12-31,6288,2,25,H,C,2023-12-31,0,IT 4,2023-09-06,5,1,2,115,3,0
2023-12-31,6289,1,34,B,I,,0,IT 3,2022-12-26,2,,2,369,12,0
2023-12-31,6290,2,39,B,I,,0,Executive 3,2019-04-08,2,,3,1727,56,0
2023-12-31,6291,2,21,W,F,,0,Sales,2023-01-24,5,,1,340,11,0
2023-12-31,6292,2,39,A,F,2023-11-16,1,Sales 3,2023-11-03,2,1,3,13,0,1
2023-12-31,6293,1,31,W,F,,0,Executive 3,2020-11-01,5,,2,1154,37,0
2023-12-31,6294,2,28,W,C,,0,IT,2021-01-17,2,,2,1077,35,0
2023-12-31,6295,2,39,A,F,2023-12-20,0,Sales 3,2023-08-20,2,8,3,121,3,0
2023-12-31,6296,1,60,H,F,,0,Sales,2023-01-20,3,,5,344,11,0
2023-12-31,6297,2,39,W,P,,0,IT 4,2023-01-01,2,,3,363,11,0
2023-12-31,6298,1,33,O,F,,1,Sales 4,2023-12-24,3,,2,6,0,0
2023-12-31,6299,1,58,W,I,2020-02-23,0,IT 2,2020-01-04,2,3,5,49,1,1
2023-12-31,6300,2,45,H,F,,0,R&D,2019-09-21,2,,4,1561,51,0
2023-12-31,6301,2,28,W,F,2023-12-31,0,Operations,2023-08-07,1,1,2,145,4,0
2023-12-31,6302,3,39,A,F,,0,IT 4,2018-01-01,2,,3,2190,71,0
2023-12-31,6303,2,45,B,F,,0,Marketing,2023-08-22,1,,4,130,4,0
2023-12-31,6304,2,35,B,F,2023-04-14,0,Marketing 4,2023-02-04,1,6,3,68,2,1
2023-12-31,6305,1,42,A,P,,0,Customer Support 2,2022-01-28,1,,3,701,23,0
2023-12-31,6306,1,32,B,T,2023-01-26,0,Customer Support 3,2022-12-05,2,8,2,52,1,1
2023-12-31,6307,1,40,W,F,2023-03-14,0,IT 2,2022-04-08,2,12,3,339,11,0
2023-12-31,6308,1,25,B,F,,0,Customer Support,2020-03-08,2,,2,1392,45,0
2023-12-31,6309,2,29,W,F,2021-10-20,0,IT 4,2021-06-30,2,6,2,111,3,0
2023-12-31,6310,2,24,W,F,2021-04-26,0,Sales,2020-08-02,1,5,1,266,8,0
2023-12-31,6311,1,57,W,I,,0,IT 2,2023-04-12,2,,5,262,8,0
2023-12-31,6312,1,31,W,F,,0,R&D,2023-06-15,2,,2,198,6,0
2023-12-31,6313,2,51,H,C,,0,Marketing 3,2022-06-12,2,,4,566,18,0
2023-12-31,6314,2,39,A,C,,0,Sales 4,2020-09-06,3,,3,1210,39,0
2023-12-31,6315,2,30,A,C,,0,Customer Support 3,2023-09-16,3,,2,105,3,0
2023-12-31,6316,1,26,A,F,,0,Customer Support 3,2018-06-03,1,,2,2036,66,0
2023-12-31,6317,1,38,B,F,,0,R&D,2023-05-07,2,,3,237,7,0
2023-12-31,6318,1,38,W,F,2023-11-28,0,Sales 4,2023-02-11,1,5,3,290,9,0
2023-12-31,6319,1,28,W,F,2023-12-31,1,IT 2,2023-12-11,2,8,2,19,0,1
2023-12-31,6320,1,51,B,F,2023-09-02,0,Legal 2,2023-07-24,5,3,4,39,1,1
2023-12-31,6321,2,32,B,I,,0,Marketing 2,2022-09-20,3,,2,466,15,0
2023-12-31,6322,2,21,W,P,2023-07-31,0,IT 4,2023-04-19,2,2,1,103,3,0
2023-12-31,6323,1,34,A,F,,0,Sales 2,2022-04-22,3,,2,617,20,0
2023-12-31,6324,2,46,W,F,,0,Customer Support 3,2018-01-01,2,,4,2190,71,0
2023-12-31,6325,1,20,O,F,2023-01-15,0,Legal 2,2022-11-26,1,1,1,50,1,1
2023-12-31,6326,1,25,H,F,2018-02-09,0,HR,2018-01-01,1,4,2,39,1,1
2023-12-31,6327,1,58,W,F,,0,HR,2022-03-11,1,,5,659,21,0
2023-12-31,6328,2,44,W,F,,0,Sales 2,2023-04-01,3,,3,273,8,0
2023-12-31,6329,1,45,W,F,,1,Sales 2,2023-12-15,3,,4,15,0,0
2023-12-31,6330,1,22,O,F,2022-06-16,0,Sales 2,2022-01-23,2,2,1,144,4,0
2023-12-31,6331,2,25,O,F,2023-12-22,0,Operations,2023-04-21,1,1,2,244,8,0
2023-12-31,6332,2,38,W,I,,0,Operations 2,2022-10-29,1,,3,427,14,0
2023-12-31,6333,1,58,W,F,2023-12-20,1,Sales,2023-11-28,4,5,5,21,0,1
2023-12-31,6334,2,38,W,F,2020-02-14,0,Customer Support 3,2020-02-08,2,2,3,6,0,1
2023-12-31,6335,1,32,H,F,,0,Customer Support,2022-11-05,2,,2,420,13,0
2023-12-31,6336,2,42,W,P,,0,IT,2023-09-28,2,,3,93,3,0
2023-12-31,6337,2,40,H,F,2023-12-31,1,Sales 4,2023-11-26,2,1,3,34,1,1
2023-12-31,6338,2,51,W,I,,0,Operations 2,2020-02-17,4,,4,1412,46,0
2023-12-31,6339,2,44,W,C,,0,Operations,2023-10-01,1,,3,90,2,0
2023-12-31,6340,1,44,B,F,,1,HR,2023-12-06,2,,3,24,0,0
2023-12-31,6341,2,50,A,F,,0,Executive 3,2022-10-07,1,,4,449,14,0
2023-12-31,6342,1,38,O,F,2023-12-31,0,Legal 2,2023-08-19,2,12,3,133,4,0
2023-12-31,6343,2,36,W,F,,0,Customer Support 2,2018-01-01,2,,3,2190,71,0
2023-12-31,6344,1,38,H,F,2023-10-12,0,Legal,2023-06-28,3,3,3,106,3,0
2023-12-31,6345,2,32,H,P,,0,Sales 3,2023-05-20,3,,2,224,7,0
2023-12-31,6346,2,25,W,C,,0,IT 4,2022-11-08,5,,2,417,13,0
2023-12-31,6347,1,29,O,F,,1,IT 2,2023-10-21,2,,2,70,2,0
2023-12-31,6348,1,29,W,I,,0,Sales 2,2021-05-14,3,,2,960,31,0
2023-12-31,6349,2,31,N,F,,0,Customer Support 2,2022-05-19,2,,2,590,19,0
2023-12-31,6350,2,36,W,P,,0,Executive 3,2023-03-09,3,,3,296,9,0
2023-12-31,6351,1,59,H,F,,0,IT 3,2023-08-07,2,,5,145,4,0
2023-12-31,6352,2,24,H,F,,0,IT,2023-02-17,2,,1,316,10,0
2023-12-31,6353,2,39,W,F,,0,IT 2,2023-06-08,3,,3,205,6,0
2023-12-31,6354,2,43,W,F,,0,Operations 2,2023-04-16,2,,3,258,8,0
2023-12-31,6355,1,34,W,F,,1,IT 4,2023-12-26,2,,2,4,0,0
2023-12-31,6356,1,26,T,F,2019-12-09,0,Sales 4,2019-04-25,3,6,2,227,7,0
2023-12-31,6357,1,44,W,F,2023-12-31,0,IT 3,2023-09-05,2,7,3,116,3,0
2023-12-31,6358,2,31,T,P,,0,HR,2021-10-22,1,,2,799,26,0
2023-12-31,6359,2,26,W,F,,1,Sales,2023-10-11,3,,2,80,2,0
2023-12-31,6360,1,43,O,P,,0,R&D,2023-04-15,2,,3,259,8,0
2023-12-31,6361,1,62,H,F,2023-12-31,0,Sales 4,2022-09-29,3,7,5,457,15,0
2023-12-31,6362,2,29,W,P,,0,Sales 3,2022-12-14,2,,2,381,12,0
2023-12-31,6363,2,37,W,F,2022-12-09,0,Sales 3,2022-06-22,2,2,3,170,5,0
2023-12-31,6364,1,54,H,C,2023-12-22,0,Marketing,2023-05-17,4,11,4,218,7,0
2023-12-31,6365,1,41,W,F,,0,IT 2,2023-01-21,4,,3,343,11,0
2023-12-31,6366,1,24,A,I,,1,Marketing 2,2023-12-11,2,,1,19,0,0
2023-12-31,6367,1,31,W,C,,0,Marketing 4,2022-03-17,2,,2,653,21,0
2023-12-31,6368,1,38,W,F,2023-03-17,0,Marketing 3,2022-09-24,2,6,3,173,5,0
2023-12-31,6369,2,22,A,F,,0,IT 3,2021-01-08,3,,1,1086,35,0
2023-12-31,6370,1,34,B,F,,0,IT 2,2023-07-21,2,,2,162,5,0
2023-12-31,6371,2,42,W,F,,0,IT 3,2023-06-03,2,,3,210,6,0
2023-12-31,6372,1,40,A,F,,0,Legal,2023-09-08,1,,3,113,3,0
2023-12-31,6373,2,30,W,F,,0,Marketing 3,2022-02-22,5,,2,676,22,0
2023-12-31,6374,2,65,W,I,,0,Marketing,2023-04-20,5,,5,254,8,0
2023-12-31,6375,2,50,B,P,2023-10-23,0,Operations 2,2023-04-18,1,10,4,187,6,0
2023-12-31,6376,1,55,W,F,,0,IT 2,2022-12-23,1,,5,372,12,0
2023-12-31,6377,2,45,W,P,2023-02-19,0,Legal,2023-01-27,2,7,4,23,0,1
2023-12-31,6378,1,32,H,F,,1,Marketing 3,2023-10-15,2,,2,76,2,0
2023-12-31,6379,2,64,A,P,,0,IT 3,2022-02-01,2,,5,697,22,0
2023-12-31,6380,1,45,W,C,,0,Sales 3,2023-07-15,2,,4,168,5,0
2023-12-31,6381,1,32,W,F,,0,R&D,2022-12-24,2,,2,371,12,0
2023-12-31,6382,2,29,B,F,2023-03-16,0,Marketing,2022-12-27,2,7,2,79,2,1
2023-12-31,6383,2,37,A,F,2022-05-26,0,Sales 3,2022-03-28,3,4,3,59,1,1
2023-12-31,6384,2,25,H,F,,0,Legal,2022-05-04,1,,2,605,19,0
2023-12-31,6385,2,61,H,P,,0,Customer Support,2021-08-11,2,,5,871,28,0
2023-12-31,6386,1,55,W,P,,0,Marketing 2,2021-05-05,1,,5,969,31,0
2023-12-31,6387,2,59,W,T,,1,Sales 2,2023-12-30,3,,5,0,0,0
2023-12-31,6388,2,25,A,P,,0,Legal 2,2023-07-22,2,,2,161,5,0
