Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
K-26729,8252,-1539,4,Clothing,Traditional Wear,M-Pesa
K-26729,4450,877,5,Beauty,Makeup,M-Pesa
K-26729,28421,-2091,4,Furniture,Outdoor,Bank Transfer
K-49901,6711,-1300,1,Furniture,Outdoor,Airtel Money
K-49901,2188,-263,5,Groceries,Household,Credit Card
K-49901,863,-118,1,Beauty,Fragrances,M-Pesa
K-49901,67929,15493,8,Furniture,Office,Credit Card
K-10397,4658,1426,1,Electronics,TVs,Cash on Delivery
K-10397,26196,1141,5,Electronics,Accessories,Bank Transfer
K-10397,6764,181,1,Furniture,Living Room,Cash on Delivery
K-10397,64582,-15051,9,Furniture,Outdoor,M-Pesa
K-10397,19544,2865,4,Electronics,Appliances,Cash on Delivery
K-13850,5099,-894,1,Electronics,Mobile Phones,Cash on Delivery
K-13850,9184,-1232,5,Clothing,Sportswear,Bank Transfer
K-48123,42598,2461,9,Electronics,Appliances,M-Pesa
K-48123,3571,49,3,Beauty,Haircare,Credit Card
K-48123,21115,-4250,4,Electronics,Accessories,Credit Card
K-48123,22914,-4282,4,Electronics,Laptops,Airtel Money
K-62056,20574,-1971,4,Electronics,Laptops,Credit Card
K-37723,53887,11127,10,Electronics,TVs,Bank Transfer
K-37723,22038,-3027,3,Furniture,Bedroom,M-Pesa
K-37723,1373,-239,3,Groceries,Beverages,Cash on Delivery
K-87227,23448,2976,10,Clothing,Formal Wear,Airtel Money
K-87227,21443,-808,9,Clothing,Sportswear,M-Pesa
K-82970,8890,3377,4,Clothing,Formal Wear,Airtel Money
K-82970,14341,-958,3,Electronics,TVs,M-Pesa
K-82970,5763,491,10,Groceries,Household,M-Pesa
K-17178,23859,2223,3,Furniture,Bedroom,Bank Transfer
K-60531,19485,-2578,4,Electronics,Laptops,M-Pesa
K-60531,3243,-193,2,Clothing,Sportswear,M-Pesa
K-61457,1875,-441,1,Clothing,Accessories,Credit Card
K-61457,45810,-10612,5,Furniture,Kitchen,Credit Card
K-61457,58127,-12848,10,Electronics,Mobile Phones,M-Pesa
K-35851,5948,757,6,Beauty,Personal Care,Credit Card
K-35851,11428,3821,6,Clothing,Formal Wear,Bank Transfer
K-93686,4310,1052,5,Beauty,Skincare,Cash on Delivery
K-93686,4332,122,5,Beauty,Personal Care,Bank Transfer
K-93686,9988,3664,2,Electronics,TVs,Cash on Delivery
K-98886,8796,2782,8,Beauty,Haircare,M-Pesa
K-77631,20587,-5122,9,Clothing,Traditional Wear,Cash on Delivery
K-77631,44875,14079,9,Electronics,Laptops,Cash on Delivery
K-83470,14182,4908,7,Clothing,Sportswear,M-Pesa
K-83470,55966,19413,8,Furniture,Outdoor,Cash on Delivery
K-83470,8381,-1617,4,Clothing,Traditional Wear,Airtel Money
K-83470,17741,-4690,4,Electronics,TVs,Bank Transfer
K-80428,4569,-9,2,Clothing,Traditional Wear,M-Pesa
K-80428,74578,-21811,9,Furniture,Outdoor,Credit Card
K-28031,4359,-963,10,Groceries,Snacks,M-Pesa
K-28031,1251,64,3,Groceries,Beverages,M-Pesa
K-61450,961,342,2,Groceries,Beverages,Bank Transfer
K-71295,3762,-887,9,Groceries,Snacks,Cash on Delivery
K-71295,2755,245,5,Groceries,Snacks,M-Pesa
K-71295,49679,12285,10,Electronics,Laptops,Credit Card
K-71295,6661,254,8,Beauty,Haircare,Airtel Money
K-71295,46833,8101,8,Electronics,Mobile Phones,Cash on Delivery
K-37784,3461,582,3,Beauty,Skincare,Credit Card
K-50091,23271,1811,4,Electronics,Appliances,Bank Transfer
K-50091,6850,2730,8,Beauty,Makeup,Airtel Money
K-50091,848,32,2,Groceries,Household,Bank Transfer
K-12619,1564,-189,3,Groceries,Cereals,Airtel Money
K-12619,10836,2340,6,Clothing,Accessories,Bank Transfer
K-12619,4113,703,2,Clothing,Casual Wear,Credit Card
K-12619,466,122,1,Groceries,Cereals,Credit Card
K-23532,72837,5613,10,Furniture,Outdoor,Bank Transfer
K-44236,5515,1680,3,Clothing,Casual Wear,M-Pesa
K-44236,15514,1513,3,Electronics,Accessories,Airtel Money
K-50472,33184,1549,6,Electronics,Appliances,Airtel Money
K-24667,38780,11917,8,Electronics,TVs,Airtel Money
K-24667,2932,-636,7,Groceries,Snacks,M-Pesa
K-24667,72047,7656,8,Furniture,Living Room,Airtel Money
K-24667,16874,1111,4,Electronics,Appliances,Bank Transfer
K-24667,12536,351,3,Electronics,Appliances,Airtel Money
K-96726,57371,13960,8,Furniture,Office,Airtel Money
K-96726,5806,794,10,Groceries,Beverages,Credit Card
K-44446,1151,-9,1,Beauty,Makeup,Bank Transfer
K-44446,4320,-577,9,Groceries,Cereals,M-Pesa
K-44446,14634,-1149,7,Clothing,Traditional Wear,Airtel Money
K-44446,7133,2701,8,Beauty,Makeup,Bank Transfer
K-44446,51705,3139,6,Furniture,Kitchen,Cash on Delivery
K-58633,4288,1621,10,Groceries,Snacks,Airtel Money
K-58633,58086,1956,7,Furniture,Outdoor,Credit Card
K-58633,13728,-2073,6,Clothing,Formal Wear,Credit Card
K-58633,14244,-1855,3,Electronics,TVs,Bank Transfer
K-27034,2887,-806,7,Groceries,Cereals,Cash on Delivery
K-27034,3433,-197,6,Groceries,Cereals,Bank Transfer
K-27034,8176,3125,1,Furniture,Living Room,Credit Card
K-72056,86089,16353,9,Furniture,Bedroom,Bank Transfer
K-72056,72817,13262,10,Furniture,Bedroom,M-Pesa
K-72056,29329,8140,6,Electronics,Laptops,Airtel Money
K-72056,3554,-868,8,Groceries,Beverages,Credit Card
K-41991,2838,788,3,Beauty,Skincare,Bank Transfer
K-41991,29234,-4499,6,Electronics,TVs,Cash on Delivery
K-41991,51161,-4493,6,Furniture,Kitchen,Credit Card
K-41991,45422,-8806,9,Electronics,Mobile Phones,M-Pesa
K-56729,8700,-1347,8,Beauty,Makeup,Bank Transfer
K-56729,1414,122,3,Groceries,Fresh Produce,Airtel Money
K-56729,8929,-2530,9,Beauty,Makeup,Cash on Delivery
K-56729,17819,-462,10,Clothing,Traditional Wear,Cash on Delivery
K-18113,2301,-578,1,Clothing,Traditional Wear,Airtel Money
K-18113,53127,18105,6,Furniture,Living Room,Airtel Money
K-18113,4172,-535,2,Clothing,Accessories,M-Pesa
K-18113,6590,2491,3,Clothing,Sportswear,Bank Transfer
K-18113,28559,9161,5,Electronics,Mobile Phones,M-Pesa
K-74870,84972,23192,9,Furniture,Bedroom,Credit Card
K-74870,9574,-2186,4,Clothing,Traditional Wear,Airtel Money
K-74870,5187,229,3,Clothing,Accessories,Cash on Delivery
K-74870,925,-158,2,Groceries,Fresh Produce,M-Pesa
K-74870,7764,2389,9,Beauty,Personal Care,Cash on Delivery
K-93432,9864,-2659,2,Electronics,Laptops,Bank Transfer
K-93432,42384,-5970,6,Furniture,Kitchen,Airtel Money
K-80274,3710,631,4,Beauty,Makeup,Airtel Money
K-80274,34010,-4062,5,Furniture,Kitchen,Credit Card
K-80274,3664,-1071,2,Clothing,Accessories,M-Pesa
K-33778,4762,271,4,Beauty,Skincare,Credit Card
K-46589,7000,2203,8,Beauty,Fragrances,Credit Card
K-46589,802,-1,1,Beauty,Haircare,Bank Transfer
K-46589,49972,-13761,10,Electronics,Accessories,Bank Transfer
K-46589,12474,-1829,3,Electronics,Appliances,Airtel Money
K-80932,3380,850,4,Beauty,Personal Care,Airtel Money
K-88199,8895,1346,10,Beauty,Skincare,Credit Card
K-88199,19561,-4625,3,Furniture,Kitchen,Airtel Money
K-38517,962,-109,1,Beauty,Personal Care,Credit Card
K-38517,23920,-73,3,Furniture,Outdoor,Airtel Money
K-75186,46871,14537,6,Furniture,Kitchen,Airtel Money
K-77595,13123,-2810,3,Electronics,Laptops,M-Pesa
K-77595,9104,-420,8,Beauty,Haircare,Credit Card
K-67080,12541,868,3,Electronics,TVs,M-Pesa
K-67080,74237,-3611,8,Furniture,Kitchen,Cash on Delivery
K-67080,66439,447,9,Furniture,Bedroom,M-Pesa
K-67080,34381,1106,8,Electronics,Accessories,Bank Transfer
K-95132,7226,1209,1,Furniture,Outdoor,Bank Transfer
K-95132,4660,1581,9,Groceries,Fresh Produce,Airtel Money
K-18343,39439,-4375,8,Electronics,TVs,Credit Card
K-46510,65463,13786,10,Furniture,Living Room,Cash on Delivery
K-46510,4138,-386,5,Beauty,Personal Care,Cash on Delivery
K-46510,5627,841,10,Groceries,Beverages,Airtel Money
K-84433,28334,-5595,5,Electronics,Appliances,M-Pesa
K-84433,4382,1285,5,Beauty,Fragrances,Bank Transfer
K-84433,23203,-4952,5,Electronics,Appliances,Bank Transfer
K-73861,7481,-1516,7,Beauty,Haircare,Airtel Money
K-73861,35185,-7106,6,Electronics,Accessories,Bank Transfer
K-73861,69116,21563,10,Furniture,Kitchen,Bank Transfer
K-73861,7135,2416,3,Clothing,Accessories,Credit Card
K-61606,15040,789,3,Electronics,TVs,Cash on Delivery
K-68569,31875,12470,4,Furniture,Office,M-Pesa
K-68569,9988,-2476,10,Beauty,Personal Care,Bank Transfer
K-68569,3049,115,6,Groceries,Snacks,Cash on Delivery
K-39330,61681,-6492,9,Furniture,Office,M-Pesa
K-20847,7158,1724,6,Beauty,Fragrances,Credit Card
K-20847,3707,-185,7,Groceries,Snacks,M-Pesa
K-20847,5294,-193,3,Clothing,Sportswear,Bank Transfer
K-54321,4799,1704,8,Groceries,Snacks,Bank Transfer
K-54321,29364,-6475,7,Electronics,Appliances,Airtel Money
K-19804,16052,-4558,2,Furniture,Bedroom,Airtel Money
K-19804,18939,-489,8,Clothing,Traditional Wear,Cash on Delivery
K-93411,1871,-84,1,Clothing,Casual Wear,M-Pesa
K-93411,6603,1990,8,Beauty,Skincare,Credit Card
K-93411,7370,-1348,8,Beauty,Makeup,Credit Card
K-93411,4505,-896,1,Electronics,Mobile Phones,Credit Card
K-90101,28311,3521,6,Electronics,Laptops,Bank Transfer
K-90101,40276,12684,9,Electronics,Accessories,Airtel Money
K-90101,8214,452,8,Beauty,Haircare,Credit Card
K-90101,22618,5033,5,Electronics,Laptops,M-Pesa
K-90101,4383,1307,5,Beauty,Makeup,Bank Transfer
K-52840,10914,740,6,Clothing,Casual Wear,Cash on Delivery
K-52840,8221,2363,7,Beauty,Personal Care,Bank Transfer
K-52840,18718,1973,2,Furniture,Living Room,M-Pesa
K-52840,4908,1145,9,Groceries,Beverages,Cash on Delivery
K-20548,42655,12096,5,Furniture,Bedroom,Airtel Money
K-20548,50798,19029,9,Electronics,Mobile Phones,M-Pesa
K-18658,13636,-1862,8,Clothing,Casual Wear,Credit Card
K-18658,65336,-13212,7,Furniture,Kitchen,M-Pesa
K-18658,49376,5608,6,Furniture,Living Room,Credit Card
K-18658,3421,-281,2,Clothing,Accessories,Bank Transfer
K-18658,6732,-1693,8,Beauty,Personal Care,Bank Transfer
K-54397,12177,3444,7,Clothing,Sportswear,Credit Card
K-54397,47206,-5084,9,Electronics,Accessories,M-Pesa
K-54397,4732,-492,9,Groceries,Beverages,Bank Transfer
K-54397,2204,-191,5,Groceries,Cereals,M-Pesa
K-25836,2316,-523,5,Groceries,Fresh Produce,Airtel Money
K-33740,4479,-951,5,Beauty,Makeup,Cash on Delivery
K-33740,539,79,1,Groceries,Beverages,Bank Transfer
K-52253,28199,-6641,7,Electronics,Accessories,M-Pesa
K-85711,63288,16114,8,Furniture,Bedroom,M-Pesa
K-85711,4377,1574,10,Groceries,Fresh Produce,Cash on Delivery
K-85711,13247,-1167,6,Clothing,Sportswear,M-Pesa
K-89585,20567,1935,5,Electronics,Accessories,Airtel Money
K-89585,4108,-1222,5,Beauty,Makeup,Cash on Delivery
K-50485,1754,207,4,Groceries,Snacks,M-Pesa
K-50485,9932,-2032,9,Beauty,Haircare,Credit Card
K-50485,9204,2417,9,Beauty,Makeup,Bank Transfer
K-50485,14634,-3318,9,Clothing,Sportswear,Airtel Money
K-50485,76432,-334,9,Furniture,Bedroom,Airtel Money
K-72219,19941,-2325,4,Electronics,Appliances,M-Pesa
K-72219,7159,1811,8,Beauty,Personal Care,M-Pesa
K-72219,5362,-303,1,Electronics,Accessories,Credit Card
K-72219,6591,-159,1,Furniture,Office,Credit Card
K-72219,42496,12239,6,Furniture,Outdoor,Airtel Money
K-66423,5533,1273,10,Groceries,Cereals,Credit Card
K-66423,52799,-12980,9,Electronics,Mobile Phones,Airtel Money
K-27440,2077,-519,4,Groceries,Beverages,Airtel Money
K-75207,2586,-286,5,Groceries,Cereals,Cash on Delivery
K-75207,9092,-1567,1,Furniture,Kitchen,Credit Card
K-75207,8215,-1142,2,Electronics,Accessories,Credit Card
K-75207,2946,-78,6,Groceries,Household,Credit Card
K-83266,7058,2445,6,Beauty,Skincare,Cash on Delivery
K-83266,15093,431,3,Electronics,Appliances,Cash on Delivery
K-83266,4195,-1059,8,Groceries,Household,Credit Card
K-83266,2871,-585,3,Beauty,Fragrances,Airtel Money
K-83266,33477,-8612,7,Electronics,TVs,Bank Transfer
K-45402,28693,2081,3,Furniture,Kitchen,Cash on Delivery
K-45402,8850,2615,1,Furniture,Kitchen,M-Pesa
K-12460,9607,1292,10,Beauty,Fragrances,M-Pesa
K-12460,6738,401,8,Beauty,Personal Care,Credit Card
K-12460,857,27,2,Groceries,Beverages,Credit Card
K-12460,2001,-208,4,Groceries,Snacks,Credit Card
K-66596,52555,-15594,6,Furniture,Office,Airtel Money
K-66596,31338,-4239,6,Electronics,Accessories,Airtel Money
K-70677,29764,5482,5,Electronics,Mobile Phones,Airtel Money
K-70677,2402,-712,6,Groceries,Cereals,Bank Transfer
K-70677,2451,45,6,Groceries,Fresh Produce,M-Pesa
K-70677,44945,5610,6,Furniture,Office,Cash on Delivery
K-70677,11522,417,5,Clothing,Casual Wear,Airtel Money
K-11776,898,9,2,Groceries,Cereals,Bank Transfer
K-11776,492,-115,1,Groceries,Snacks,M-Pesa
K-11776,16889,5162,8,Clothing,Formal Wear,Credit Card
K-11776,7707,561,1,Furniture,Outdoor,M-Pesa
K-11776,5734,-448,10,Groceries,Cereals,Cash on Delivery
K-32244,38735,11534,8,Electronics,Accessories,Bank Transfer
K-32244,49127,14270,6,Furniture,Living Room,Airtel Money
K-32244,32002,-5801,8,Electronics,Accessories,M-Pesa
K-32244,13267,1589,3,Electronics,Mobile Phones,Cash on Delivery
K-52103,94416,-17235,10,Furniture,Bedroom,Credit Card
K-52103,3457,828,7,Groceries,Fresh Produce,Credit Card
K-52103,13715,-193,6,Clothing,Formal Wear,Credit Card
K-69389,34499,-9474,5,Furniture,Office,Bank Transfer
K-69389,41712,5440,5,Furniture,Living Room,M-Pesa
K-69389,6038,1736,7,Beauty,Haircare,Credit Card
K-53699,17275,277,2,Furniture,Bedroom,Credit Card
K-53699,8025,1992,10,Beauty,Fragrances,Credit Card
K-53699,6505,2212,1,Furniture,Bedroom,Cash on Delivery
K-81418,7671,2561,8,Beauty,Haircare,Airtel Money
K-81418,8238,-1307,9,Beauty,Skincare,M-Pesa
K-81418,2177,75,1,Clothing,Formal Wear,Airtel Money
K-81418,4041,1126,9,Groceries,Fresh Produce,M-Pesa
K-81418,10428,-2114,5,Clothing,Traditional Wear,Cash on Delivery
K-42842,44039,-5498,9,Electronics,Laptops,M-Pesa
K-42842,54968,576,8,Furniture,Office,Credit Card
K-42842,7288,-474,7,Beauty,Haircare,Bank Transfer
K-42842,11135,2699,6,Clothing,Casual Wear,Cash on Delivery
K-42842,439,-19,1,Groceries,Fresh Produce,Cash on Delivery
K-42479,4019,1076,7,Groceries,Household,Bank Transfer
K-42479,3938,260,7,Groceries,Cereals,Airtel Money
K-42479,26593,8928,3,Furniture,Kitchen,M-Pesa
K-94050,7389,-32,7,Beauty,Fragrances,Cash on Delivery
K-94050,86567,2725,10,Furniture,Living Room,M-Pesa
K-26128,12528,-2557,6,Clothing,Sportswear,Cash on Delivery
K-26128,75969,27345,10,Furniture,Living Room,Cash on Delivery
K-26128,4646,-424,2,Clothing,Casual Wear,Bank Transfer
K-90971,3471,-518,7,Groceries,Household,Credit Card
K-90971,2912,-46,3,Beauty,Makeup,Airtel Money
K-90971,11942,-3552,7,Clothing,Accessories,Credit Card
K-90971,6899,544,7,Beauty,Skincare,Cash on Delivery
K-99091,12075,1369,6,Clothing,Accessories,M-Pesa
K-99091,4228,762,5,Beauty,Skincare,Airtel Money
K-99091,42514,1705,5,Furniture,Office,Cash on Delivery
K-99091,16463,3876,9,Clothing,Formal Wear,Cash on Delivery
K-99091,50437,-11738,10,Electronics,Laptops,Cash on Delivery
K-78544,979,-122,1,Beauty,Skincare,Airtel Money
K-23052,15510,1371,3,Electronics,Mobile Phones,M-Pesa
K-23052,6314,763,6,Beauty,Haircare,Cash on Delivery
K-23052,4016,-901,5,Beauty,Fragrances,Airtel Money
K-23052,33943,-6636,8,Electronics,Laptops,Bank Transfer
K-31204,4180,-664,2,Clothing,Sportswear,Credit Card
K-31204,2207,-429,1,Clothing,Casual Wear,Bank Transfer
K-31204,949,326,2,Groceries,Snacks,Bank Transfer
K-31204,78452,25836,9,Furniture,Office,Cash on Delivery
K-26632,841,-252,1,Beauty,Personal Care,Cash on Delivery
K-74068,61690,831,9,Furniture,Outdoor,Airtel Money
K-74068,4287,591,9,Groceries,Cereals,M-Pesa
K-74068,24106,-3252,5,Electronics,TVs,Credit Card
K-74068,18542,-1359,9,Clothing,Sportswear,Bank Transfer
K-35736,17441,3886,8,Clothing,Formal Wear,Airtel Money
K-35736,15622,-1768,9,Clothing,Formal Wear,Credit Card
K-35736,6623,1061,7,Beauty,Makeup,Bank Transfer
K-35736,9031,780,9,Beauty,Haircare,M-Pesa
K-35736,1060,261,1,Beauty,Fragrances,Bank Transfer
K-17365,38146,-3042,9,Electronics,Appliances,Bank Transfer
K-39086,50040,11074,10,Electronics,TVs,M-Pesa
K-20312,2568,-237,6,Groceries,Household,M-Pesa
K-20312,421,60,1,Groceries,Snacks,Cash on Delivery
K-20312,47443,-11488,5,Furniture,Kitchen,Bank Transfer
K-46834,57536,-14849,8,Furniture,Outdoor,Credit Card
K-46834,38928,14076,7,Electronics,Laptops,Credit Card
K-48821,5635,-102,5,Beauty,Fragrances,Cash on Delivery
K-13435,4114,1120,1,Electronics,Accessories,M-Pesa
K-48492,11528,689,10,Beauty,Haircare,M-Pesa
K-80624,17324,-3957,9,Clothing,Casual Wear,Cash on Delivery
K-80624,6474,407,4,Clothing,Traditional Wear,Airtel Money
K-61349,12250,-443,6,Clothing,Traditional Wear,Cash on Delivery
K-45289,23822,-186,4,Electronics,Mobile Phones,Airtel Money
K-45289,47585,10546,10,Electronics,Appliances,Cash on Delivery
K-44590,16551,4645,2,Furniture,Office,Credit Card
K-44590,9163,-911,8,Beauty,Haircare,Airtel Money
K-44590,10137,2444,5,Clothing,Traditional Wear,Bank Transfer
K-44590,41833,2616,7,Electronics,Mobile Phones,Credit Card
K-44590,2828,353,5,Groceries,Household,Cash on Delivery
K-77650,45626,3770,10,Electronics,Accessories,Credit Card
K-77650,1590,-273,3,Groceries,Cereals,Credit Card
K-77650,10083,3670,9,Beauty,Haircare,Credit Card
K-77650,13271,-2793,6,Clothing,Traditional Wear,Airtel Money
K-13103,17210,-2558,3,Electronics,Accessories,Cash on Delivery
K-13103,2196,476,2,Beauty,Skincare,Credit Card
K-40742,31892,7811,6,Electronics,Appliances,Cash on Delivery
K-40742,487,-16,1,Groceries,Beverages,M-Pesa
K-93925,6434,-685,3,Clothing,Sportswear,M-Pesa
K-93925,2002,762,2,Beauty,Skincare,Airtel Money
K-93925,36991,-971,4,Furniture,Office,M-Pesa
K-93925,56735,9400,10,Electronics,Mobile Phones,Cash on Delivery
K-11138,73386,2649,9,Furniture,Outdoor,Airtel Money
K-11138,6941,29,7,Beauty,Fragrances,Bank Transfer
K-11138,25907,3518,4,Furniture,Office,M-Pesa
K-11138,77694,25952,10,Furniture,Outdoor,Credit Card
K-14389,7483,597,7,Beauty,Fragrances,Airtel Money
K-14389,25359,-2008,5,Electronics,Laptops,M-Pesa
K-14389,7556,-600,9,Beauty,Personal Care,Airtel Money
K-14389,16462,2413,8,Clothing,Accessories,Airtel Money
K-14389,43588,2025,6,Furniture,Living Room,Cash on Delivery
K-84405,58343,14628,7,Furniture,Office,Credit Card
K-84405,76971,9232,10,Furniture,Outdoor,Bank Transfer
K-84405,13585,-1148,3,Electronics,Laptops,Cash on Delivery
K-84405,14522,2373,9,Clothing,Casual Wear,M-Pesa
K-84405,998,350,2,Groceries,Beverages,M-Pesa
K-84448,7767,-1842,4,Clothing,Casual Wear,Credit Card
K-84448,36919,5119,8,Electronics,Mobile Phones,Cash on Delivery
K-84448,18000,-201,8,Clothing,Casual Wear,Bank Transfer
K-89429,11448,4499,7,Clothing,Formal Wear,Cash on Delivery
K-89429,3627,1360,2,Clothing,Accessories,Cash on Delivery
K-89429,1524,-423,3,Groceries,Beverages,M-Pesa
K-89429,3310,-333,2,Clothing,Formal Wear,Cash on Delivery
K-89429,90638,1376,10,Furniture,Kitchen,Bank Transfer
K-18544,1905,123,1,Clothing,Accessories,M-Pesa
K-34903,44722,-3815,10,Electronics,Appliances,Bank Transfer
K-34903,4110,1185,9,Groceries,Household,Bank Transfer
K-34903,5618,-347,1,Electronics,TVs,Airtel Money
K-34903,8391,-1864,8,Beauty,Personal Care,Credit Card
K-29835,1824,598,2,Beauty,Personal Care,Cash on Delivery
K-29835,6348,-1489,7,Beauty,Makeup,M-Pesa
K-29835,45830,-676,5,Furniture,Kitchen,M-Pesa
K-90006,2242,707,5,Groceries,Cereals,Cash on Delivery
K-90006,23818,3538,5,Electronics,TVs,Airtel Money
K-90006,19006,4078,9,Clothing,Traditional Wear,Bank Transfer
K-90006,9018,2580,10,Beauty,Skincare,Credit Card
K-90006,48420,-9964,9,Electronics,Mobile Phones,Airtel Money
K-40624,27390,-7596,3,Furniture,Outdoor,Credit Card
K-40624,4598,1615,2,Clothing,Formal Wear,Airtel Money
K-40624,1291,-386,3,Groceries,Fresh Produce,Cash on Delivery
K-40624,1143,332,1,Beauty,Makeup,Cash on Delivery
K-19495,2561,-364,6,Groceries,Household,Cash on Delivery
K-19495,31585,11747,7,Electronics,Mobile Phones,M-Pesa
K-19495,3864,981,4,Beauty,Haircare,Airtel Money
K-72328,563,-124,1,Groceries,Snacks,Bank Transfer
K-84800,62554,-10773,9,Furniture,Outdoor,Cash on Delivery
K-50825,60268,17831,9,Furniture,Bedroom,Credit Card
K-50825,15696,-1616,7,Clothing,Casual Wear,Bank Transfer
K-50825,4102,317,8,Groceries,Household,Airtel Money
K-40418,3842,-242,8,Groceries,Cereals,Airtel Money
K-40418,2833,-795,7,Groceries,Household,Airtel Money
K-40418,2419,-468,6,Groceries,Household,Credit Card
K-40418,4783,-769,9,Groceries,Snacks,Cash on Delivery
K-66217,21082,7750,10,Clothing,Formal Wear,Bank Transfer
K-66217,10279,2456,6,Clothing,Sportswear,Airtel Money
K-66217,1422,509,3,Groceries,Snacks,Airtel Money
K-66217,31623,7746,4,Furniture,Living Room,Credit Card
K-66217,1792,-232,1,Clothing,Traditional Wear,Airtel Money
K-81324,2086,-523,4,Groceries,Cereals,Cash on Delivery
K-81324,74835,-15682,9,Furniture,Outdoor,Airtel Money
K-81324,12401,664,3,Electronics,Mobile Phones,Airtel Money
K-81324,5654,1077,5,Beauty,Personal Care,Cash on Delivery
K-81324,33784,-9398,6,Electronics,Appliances,Airtel Money
K-95237,2257,92,2,Beauty,Fragrances,M-Pesa
K-95237,4582,1230,4,Beauty,Personal Care,Airtel Money
K-95237,78282,-21076,10,Furniture,Bedroom,Cash on Delivery
K-95237,3131,570,3,Beauty,Haircare,Airtel Money
K-95237,35343,-235,4,Furniture,Living Room,Airtel Money
K-36319,4217,1568,10,Groceries,Household,Bank Transfer
K-36319,4475,-367,5,Beauty,Personal Care,M-Pesa
K-36319,4138,-92,10,Groceries,Snacks,Cash on Delivery
K-36319,7600,1630,9,Beauty,Skincare,Bank Transfer
K-20464,66123,12164,10,Furniture,Outdoor,Cash on Delivery
K-20464,5263,1537,9,Groceries,Beverages,M-Pesa
K-20464,37243,-4774,8,Electronics,Accessories,Airtel Money
K-20464,9295,-1482,8,Beauty,Skincare,Bank Transfer
K-20464,34405,-6398,7,Electronics,Accessories,Credit Card
K-19776,19498,-1417,4,Electronics,Mobile Phones,Cash on Delivery
K-19776,12662,3617,6,Clothing,Sportswear,Airtel Money
K-19776,11584,4313,2,Electronics,Accessories,Credit Card
K-19776,4459,1228,2,Clothing,Traditional Wear,Cash on Delivery
K-39322,2152,-148,4,Groceries,Snacks,Bank Transfer
K-39322,11050,1555,6,Clothing,Accessories,Bank Transfer
K-39322,41105,-1715,7,Electronics,Accessories,Cash on Delivery
K-10353,91666,15879,10,Furniture,Bedroom,Credit Card
K-10353,9942,-186,5,Clothing,Traditional Wear,Airtel Money
K-10353,942,129,1,Beauty,Makeup,Airtel Money
K-10353,25003,4182,3,Furniture,Kitchen,Bank Transfer
K-10353,4960,799,3,Clothing,Formal Wear,Cash on Delivery
K-65768,10265,68,5,Clothing,Formal Wear,Airtel Money
K-65768,5524,567,5,Beauty,Personal Care,Bank Transfer
K-49229,25938,6416,5,Electronics,Mobile Phones,Cash on Delivery
K-49229,17352,-4070,8,Clothing,Formal Wear,Credit Card
K-96995,6950,-1165,3,Clothing,Casual Wear,M-Pesa
K-96995,16300,-4631,8,Clothing,Accessories,Cash on Delivery
K-96995,40684,-5462,10,Electronics,Accessories,M-Pesa
K-96995,2151,-504,4,Groceries,Snacks,Airtel Money
K-75384,7100,-450,3,Clothing,Traditional Wear,Cash on Delivery
K-75384,11695,3808,5,Clothing,Formal Wear,Airtel Money
K-17305,6731,-253,8,Beauty,Personal Care,Bank Transfer
K-17305,7586,-1578,1,Furniture,Living Room,Airtel Money
K-54595,4639,-1231,10,Groceries,Cereals,Airtel Money
K-37285,7963,1657,7,Beauty,Personal Care,Airtel Money
K-37285,4968,936,5,Beauty,Makeup,Cash on Delivery
K-37285,41236,10364,9,Electronics,Laptops,Bank Transfer
K-37285,3910,105,9,Groceries,Household,Airtel Money
K-37285,5251,531,9,Groceries,Cereals,Credit Card
K-82318,17017,-4664,3,Electronics,Accessories,Cash on Delivery
K-82318,3895,541,2,Clothing,Accessories,Cash on Delivery
K-82318,1048,-175,1,Beauty,Makeup,Bank Transfer
K-82318,69349,15230,9,Furniture,Living Room,Bank Transfer
K-72906,4746,-1393,5,Beauty,Fragrances,Airtel Money
K-72906,34975,12602,4,Furniture,Outdoor,M-Pesa
K-38527,1819,27,2,Beauty,Makeup,Bank Transfer
K-38527,8730,432,1,Furniture,Living Room,Airtel Money
K-38527,18514,4987,9,Clothing,Sportswear,Credit Card
K-38527,5265,-184,9,Groceries,Snacks,M-Pesa
K-38527,514,-91,1,Groceries,Snacks,M-Pesa
K-70229,60050,-6808,7,Furniture,Office,Credit Card
K-70229,28862,-3313,5,Electronics,Mobile Phones,Airtel Money
K-78788,5686,1582,10,Groceries,Fresh Produce,M-Pesa
K-48692,21548,-3273,9,Clothing,Sportswear,M-Pesa
K-48692,44048,3463,5,Furniture,Living Room,Bank Transfer
K-48692,51951,8198,9,Electronics,Accessories,Bank Transfer
K-72317,23156,7021,5,Electronics,Accessories,Airtel Money
K-72317,47115,-6032,5,Furniture,Kitchen,M-Pesa
K-60109,9272,-2208,4,Clothing,Traditional Wear,Cash on Delivery
K-60109,5630,2223,7,Beauty,Personal Care,Bank Transfer
K-83116,27731,-2025,4,Furniture,Office,Bank Transfer
K-83116,34601,-4968,7,Electronics,Accessories,Bank Transfer
K-83116,54652,-1056,6,Furniture,Living Room,Cash on Delivery
K-83116,1935,459,2,Beauty,Makeup,Cash on Delivery
K-50498,21853,4050,5,Electronics,Mobile Phones,Credit Card
